Year,State,County,HAI,Operative_Procedure,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Procedure_Count,Infections_Reported,Infections_Predicted,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Met_2020_Goal,Notes
2021,California,Placer,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",30001370,"Kaiser Foundation Hospital, Roseville",Acute Care Hospital,Major Teaching,4,0,0.03,,,,,,
2021,California,Placer,Surgical Site Infections (SSI),Colon surgery,30001370,"Kaiser Foundation Hospital, Roseville",Acute Care Hospital,Major Teaching,16,0,0.25,0,0,14.82,Same,Yes,¥ See Data Dictionary
2021,California,Placer,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),30001370,"Kaiser Foundation Hospital, Roseville",Acute Care Hospital,Major Teaching,33,1,0.11,,,,,,
2021,California,Placer,Surgical Site Infections (SSI),Gallbladder surgery,30001370,"Kaiser Foundation Hospital, Roseville",Acute Care Hospital,Major Teaching,14,0,0.01,,,,,,
2021,California,Placer,Surgical Site Infections (SSI),Laminectomy,30001370,"Kaiser Foundation Hospital, Roseville",Acute Care Hospital,Major Teaching,8,0,0.05,,,,,,
2021,California,Placer,Surgical Site Infections (SSI),Rectal surgery,30001370,"Kaiser Foundation Hospital, Roseville",Acute Care Hospital,Major Teaching,2,0,0.01,,,,,,
2021,California,Placer,Surgical Site Infections (SSI),Small bowel surgery,30001370,"Kaiser Foundation Hospital, Roseville",Acute Care Hospital,Major Teaching,26,1,0.22,4.61,0.12,25.68,Same,No,¥ See Data Dictionary
2021,California,Placer,Surgical Site Infections (SSI),Spinal fusion,30001370,"Kaiser Foundation Hospital, Roseville",Acute Care Hospital,Major Teaching,18,1,0.22,4.46,0.11,24.87,Same,No,¥ See Data Dictionary
2021,California,Placer,Surgical Site Infections (SSI),Thoracic surgery,30001370,"Kaiser Foundation Hospital, Roseville",Acute Care Hospital,Major Teaching,15,0,0.01,,,,,,
2021,California,Sacramento,Surgical Site Infections (SSI),All procedures,30001506,Shriners Hospitals for Children Northern California,Acute Care Hospital,Pediatric,83,1,0.83,1.2,0.03,6.69,Same,No,¥ See Data Dictionary
2021,California,Sacramento,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),30001506,Shriners Hospitals for Children Northern California,Acute Care Hospital,Pediatric,1,0,0.03,,,,,,
2021,California,Sacramento,Surgical Site Infections (SSI),Spinal fusion,30001506,Shriners Hospitals for Children Northern California,Acute Care Hospital,Pediatric,82,1,0.8,1.25,0.03,6.94,Same,No,¥ See Data Dictionary
2021,California,Tuolumne,Surgical Site Infections (SSI),All procedures,30001799,Adventist Health Sonora,Acute Care Hospital,"Community, <125 Beds",9,0,0.01,,,,,,
2021,California,Tuolumne,Surgical Site Infections (SSI),Appendix surgery,30001799,Adventist Health Sonora,Acute Care Hospital,"Community, <125 Beds",8,0,0.01,,,,,,
2021,California,Tuolumne,Surgical Site Infections (SSI),Laminectomy,30001799,Adventist Health Sonora,Acute Care Hospital,"Community, <125 Beds",1,0,0.01,,,,,,
2021,California,Fresno,Surgical Site Infections (SSI),All procedures,40000095,Clovis Community Medical Center,Acute Care Hospital,Major Teaching,3,0,0.01,,,,,,
2021,California,Fresno,Surgical Site Infections (SSI),Appendix surgery,40000095,Clovis Community Medical Center,Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,Fresno,Surgical Site Infections (SSI),Cesarean section,40000095,Clovis Community Medical Center,Acute Care Hospital,Major Teaching,2,0,0,,,,,,
2021,California,Fresno,Surgical Site Infections (SSI),All procedures,40000101,Community Regional Medical Center,Acute Care Hospital,Major Teaching,82,1,1.36,0.73,0.04,3.62,Same,No,
2021,California,Fresno,Surgical Site Infections (SSI),Appendix surgery,40000101,Community Regional Medical Center,Acute Care Hospital,Major Teaching,20,0,0.25,0,0,14.94,Same,Yes,¥ See Data Dictionary
2021,California,Fresno,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",40000101,Community Regional Medical Center,Acute Care Hospital,Major Teaching,2,0,0.16,,,,,,
2021,California,Fresno,Surgical Site Infections (SSI),Cesarean section,40000101,Community Regional Medical Center,Acute Care Hospital,Major Teaching,15,0,0.02,,,,,,
2021,California,Fresno,Surgical Site Infections (SSI),Colon surgery,40000101,Community Regional Medical Center,Acute Care Hospital,Major Teaching,8,1,0.55,1.81,0.05,10.08,Same,No,¥ See Data Dictionary
2021,California,Fresno,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),40000101,Community Regional Medical Center,Acute Care Hospital,Major Teaching,11,0,0.09,,,,,,
2021,California,Fresno,Surgical Site Infections (SSI),Gallbladder surgery,40000101,Community Regional Medical Center,Acute Care Hospital,Major Teaching,4,0,0,,,,,,
2021,California,Fresno,Surgical Site Infections (SSI),Hip prosthesis,40000101,Community Regional Medical Center,Acute Care Hospital,Major Teaching,3,0,0.01,,,,,,
2021,California,Fresno,Surgical Site Infections (SSI),Laminectomy,40000101,Community Regional Medical Center,Acute Care Hospital,Major Teaching,1,0,0.01,,,,,,
2021,California,Fresno,Surgical Site Infections (SSI),Small bowel surgery,40000101,Community Regional Medical Center,Acute Care Hospital,Major Teaching,11,0,0.16,,,,,,
2021,California,Fresno,Surgical Site Infections (SSI),Spinal fusion,40000101,Community Regional Medical Center,Acute Care Hospital,Major Teaching,5,0,0.09,,,,,,
2021,California,Fresno,Surgical Site Infections (SSI),Thoracic surgery,40000101,Community Regional Medical Center,Acute Care Hospital,Major Teaching,2,0,0.03,,,,,,
2021,California,Merced,Surgical Site Infections (SSI),All procedures,40000110,Memorial Hospital Los Banos,Acute Care Hospital,"Community, <125 Beds",12,0,0.03,,,,,,
2021,California,Merced,Surgical Site Infections (SSI),Appendix surgery,40000110,Memorial Hospital Los Banos,Acute Care Hospital,"Community, <125 Beds",9,0,0.01,,,,,,
2021,California,Merced,Surgical Site Infections (SSI),Cesarean section,40000110,Memorial Hospital Los Banos,Acute Care Hospital,"Community, <125 Beds",3,0,0.02,,,,,,
2021,California,Madera,Surgical Site Infections (SSI),All procedures,40000111,Madera Community Hospital,Acute Care Hospital,"Community, <125 Beds",6,0,0.03,,,,,,
2021,California,Madera,Surgical Site Infections (SSI),Appendix surgery,40000111,Madera Community Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.01,,,,,,
2021,California,Madera,Surgical Site Infections (SSI),Cesarean section,40000111,Madera Community Hospital,Acute Care Hospital,"Community, <125 Beds",4,0,0.01,,,,,,
2021,California,Madera,Surgical Site Infections (SSI),"Hysterectomy, abdominal",40000111,Madera Community Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.02,,,,,,
2021,California,Merced,Surgical Site Infections (SSI),All procedures,40000113,Mercy Medical Center,Acute Care Hospital,Major Teaching,9,0,0.01,,,,,,
2021,California,Merced,Surgical Site Infections (SSI),Appendix surgery,40000113,Mercy Medical Center,Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,Merced,Surgical Site Infections (SSI),Cesarean section,40000113,Mercy Medical Center,Acute Care Hospital,Major Teaching,7,0,0.01,,,,,,
2021,California,Merced,Surgical Site Infections (SSI),Rectal surgery,40000113,Mercy Medical Center,Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,Fresno,Surgical Site Infections (SSI),All procedures,40000124,Adventist Health Reedley,Acute Care Hospital,"Community, <125 Beds",2,0,0,,,,,,
2021,California,Fresno,Surgical Site Infections (SSI),Cesarean section,40000124,Adventist Health Reedley,Acute Care Hospital,"Community, <125 Beds",2,0,0,,,,,,
2021,California,Fresno,Surgical Site Infections (SSI),All procedures,40000126,Saint Agnes Medical Center,Acute Care Hospital,Major Teaching,8,0,0.02,,,,,,
2021,California,Fresno,Surgical Site Infections (SSI),Appendix surgery,40000126,Saint Agnes Medical Center,Acute Care Hospital,Major Teaching,3,0,0.01,,,,,,
2021,California,Fresno,Surgical Site Infections (SSI),Cesarean section,40000126,Saint Agnes Medical Center,Acute Care Hospital,Major Teaching,5,0,0.01,,,,,,
2021,California,Madera,Surgical Site Infections (SSI),All procedures,40000129,Valley Children's Hospital,Acute Care Hospital,Pediatric,1388,1,11.04,0.09,0.01,0.45,Better,Yes,
2021,California,Madera,Surgical Site Infections (SSI),Appendix surgery,40000129,Valley Children's Hospital,Acute Care Hospital,Pediatric,677,0,3.73,0,0,0.8,Better,Yes,
2021,California,Madera,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",40000129,Valley Children's Hospital,Acute Care Hospital,Pediatric,10,0,0.08,,,,,,
2021,California,Madera,Surgical Site Infections (SSI),Cardiac surgery,40000129,Valley Children's Hospital,Acute Care Hospital,Pediatric,114,0,1.54,0,0,1.94,Same,Yes,
2021,California,Madera,Surgical Site Infections (SSI),Colon surgery,40000129,Valley Children's Hospital,Acute Care Hospital,Pediatric,86,0,1.74,0,0,1.72,Same,Yes,
2021,California,Madera,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),40000129,Valley Children's Hospital,Acute Care Hospital,Pediatric,141,0,1.13,0,0,2.65,Same,Yes,
2021,California,Madera,Surgical Site Infections (SSI),Gallbladder surgery,40000129,Valley Children's Hospital,Acute Care Hospital,Pediatric,72,0,0.05,,,,,,
2021,California,Madera,Surgical Site Infections (SSI),Laminectomy,40000129,Valley Children's Hospital,Acute Care Hospital,Pediatric,31,0,0.2,,,,,,
2021,California,Madera,Surgical Site Infections (SSI),Rectal surgery,40000129,Valley Children's Hospital,Acute Care Hospital,Pediatric,21,0,0.06,,,,,,
2021,California,Madera,Surgical Site Infections (SSI),Small bowel surgery,40000129,Valley Children's Hospital,Acute Care Hospital,Pediatric,115,0,1.46,0,0,2.05,Same,Yes,
2021,California,Madera,Surgical Site Infections (SSI),Spinal fusion,40000129,Valley Children's Hospital,Acute Care Hospital,Pediatric,72,1,0.95,1.06,0.03,5.9,Same,No,¥ See Data Dictionary
2021,California,Madera,Surgical Site Infections (SSI),Thoracic surgery,40000129,Valley Children's Hospital,Acute Care Hospital,Pediatric,49,0,0.1,,,,,,
2021,California,Fresno,Surgical Site Infections (SSI),All procedures,40000949,"Kaiser Foundation Hospital, Fresno",Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,
2021,California,Fresno,Surgical Site Infections (SSI),Appendix surgery,40000949,"Kaiser Foundation Hospital, Fresno",Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,
2021,California,Fresno,Surgical Site Infections (SSI),All procedures,40001397,Fresno Heart and Surgical Hospital,Acute Care Hospital,Major Teaching,6,0,0.18,,,,,,
2021,California,Fresno,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",40001397,Fresno Heart and Surgical Hospital,Acute Care Hospital,Major Teaching,4,0,0.03,,,,,,
2021,California,Fresno,Surgical Site Infections (SSI),Small bowel surgery,40001397,Fresno Heart and Surgical Hospital,Acute Care Hospital,Major Teaching,2,0,0.15,,,,,,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),All procedures,50000009,"Marian Regional Medical Center, Arroyo Grande",Acute Care Hospital,"Community, <125 Beds",4,0,0,,,,,,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Appendix surgery,50000009,"Marian Regional Medical Center, Arroyo Grande",Acute Care Hospital,"Community, <125 Beds",4,0,0,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),All procedures,50000014,"Community Memorial Hospital, San Buenaventura",Acute Care Hospital,Major Teaching,44,0,0.15,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Appendix surgery,50000014,"Community Memorial Hospital, San Buenaventura",Acute Care Hospital,Major Teaching,36,0,0.12,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Cesarean section,50000014,"Community Memorial Hospital, San Buenaventura",Acute Care Hospital,Major Teaching,3,0,0,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),50000014,"Community Memorial Hospital, San Buenaventura",Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Gallbladder surgery,50000014,"Community Memorial Hospital, San Buenaventura",Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Small bowel surgery,50000014,"Community Memorial Hospital, San Buenaventura",Acute Care Hospital,Major Teaching,1,0,0.01,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Spinal fusion,50000014,"Community Memorial Hospital, San Buenaventura",Acute Care Hospital,Major Teaching,2,0,0.01,,,,,,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),All procedures,50000016,French Hospital Medical Center,Acute Care Hospital,"Community, <125 Beds",1,0,0,,,,,,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Appendix surgery,50000016,French Hospital Medical Center,Acute Care Hospital,"Community, <125 Beds",1,0,0,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),All procedures,50000017,Goleta Valley Cottage Hospital,Acute Care Hospital,"Community, <125 Beds",3,0,0,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Appendix surgery,50000017,Goleta Valley Cottage Hospital,Acute Care Hospital,"Community, <125 Beds",3,0,0,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),All procedures,50000018,Lompoc Valley Medical Center,Acute Care Hospital,Major Teaching,5,0,0,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Appendix surgery,50000018,Lompoc Valley Medical Center,Acute Care Hospital,Major Teaching,4,0,0,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Cesarean section,50000018,Lompoc Valley Medical Center,Acute Care Hospital,Major Teaching,1,0,0,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),All procedures,50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",85,2,0.38,5.21,0.63,18.81,Same,No,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Appendix surgery,50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",73,2,0.24,8.26,1,29.85,Same,No,¥ See Data Dictionary
2021,California,Ventura,Surgical Site Infections (SSI),Colon surgery,50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",2,0,0.04,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",3,0,0.01,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Gallbladder surgery,50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",1,0,0,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Rectal surgery,50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",1,0,0,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Small bowel surgery,50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",3,0,0.05,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Spinal fusion,50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",1,0,0.04,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Thoracic surgery,50000020,Los Robles Hospital & Medical Center,Acute Care Hospital,"Community, >250 Beds",1,0,0,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),All procedures,50000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",94,0,0.11,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Appendix surgery,50000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",78,0,0.06,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Cesarean section,50000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",15,0,0.05,,,,,,
2021,California,Santa Barbara,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),50000021,Marian Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),All procedures,50000026,St Johns Pleasant Valley Hospital,Acute Care Hospital,"Community, <125 Beds",7,0,0,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Appendix surgery,50000026,St Johns Pleasant Valley Hospital,Acute Care Hospital,"Community, <125 Beds",5,0,0,,,,,,
2021,California,Ventura,Surgical Site Infections (SSI),Gallbladder surgery,50000026,St Johns Pleasant Valley Hospital,Acute Care Hospital,"Community, <125 Beds",2,0,0,,,,,,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),All procedures,50000031,Tenet Health Central Coast Sierra Vista Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",18,0,0.02,,,,,,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Appendix surgery,50000031,Tenet Health Central Coast Sierra Vista Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",16,0,0.02,,,,,,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Cesarean section,50000031,Tenet Health Central Coast Sierra Vista Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,
2021,California,San Luis Obispo,Surgical Site Infections (SSI),Gallbladder surgery,50000031,Tenet Health Central Coast Sierra Vista Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0,,,,,,
