Year,State,County,HAI,Operative_Procedure,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Procedure_Count,Infections_Reported,Infections_Predicted,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Met_2020_Goal,SIR_2015,Notes
2021,California,San Joaquin,Surgical Site Infections (SSI),Spinal fusion,30000117,Dameron Hospital Association,Acute Care Hospital,"Community, >250 Beds",41,0,0.59,0,0,6.24,Same,Yes,0,¥ See Data Dictionary
2021,California,San Joaquin,Surgical Site Infections (SSI),Spleen surgery,30000117,Dameron Hospital Association,Acute Care Hospital,"Community, >250 Beds",1,0,0,,,,,,,
2021,California,San Joaquin,Surgical Site Infections (SSI),Thoracic surgery,30000117,Dameron Hospital Association,Acute Care Hospital,"Community, >250 Beds",13,0,0.02,,,,,,,
2021,California,San Joaquin,Surgical Site Infections (SSI),All procedures,30000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",385,2,1.21,1.66,0.28,5.47,Same,No,,
2021,California,San Joaquin,Surgical Site Infections (SSI),Appendix surgery,30000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",16,0,0.04,,,,,,,
2021,California,San Joaquin,Surgical Site Infections (SSI),Cesarean section,30000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",92,0,0.13,,,,,,,
2021,California,San Joaquin,Surgical Site Infections (SSI),Colon surgery,30000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",2,0,0.04,,,,,,4.02,
2021,California,San Joaquin,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),30000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",22,0,0.09,,,,,,,
2021,California,San Joaquin,Surgical Site Infections (SSI),Gallbladder surgery,30000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",65,0,0.19,,,,,,,
2021,California,San Joaquin,Surgical Site Infections (SSI),Gastric surgery,30000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",101,0,0.27,0,0,13.82,Same,Yes,,¥ See Data Dictionary
2021,California,San Joaquin,Surgical Site Infections (SSI),Hip prosthesis,30000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",11,1,0.1,,,,,,0,
2021,California,San Joaquin,Surgical Site Infections (SSI),"Hysterectomy, abdominal",30000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",19,0,0.14,,,,,,,
2021,California,San Joaquin,Surgical Site Infections (SSI),"Hysterectomy, vaginal",30000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",14,0,0.06,,,,,,,
2021,California,San Joaquin,Surgical Site Infections (SSI),Knee prosthesis,30000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",3,0,0.01,,,,,,0,
2021,California,San Joaquin,Surgical Site Infections (SSI),Open reduction of fracture,30000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",28,0,0.11,,,,,,8.85,
2021,California,San Joaquin,Surgical Site Infections (SSI),Ovarian surgery,30000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",10,0,0.01,,,,,,,
2021,California,San Joaquin,Surgical Site Infections (SSI),Small bowel surgery,30000118,Doctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",2,1,0.04,,,,,,0,
2021,California,Calaveras,Surgical Site Infections (SSI),All procedures,30000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,64,0,0.61,0,0,6.02,Same,Yes,,¥ See Data Dictionary
2021,California,Calaveras,Surgical Site Infections (SSI),Appendix surgery,30000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,2,0,0.01,,,,,,,
2021,California,Calaveras,Surgical Site Infections (SSI),Colon surgery,30000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,9,0,0.22,0,0,16.54,Same,Yes,,¥ See Data Dictionary
2021,California,Calaveras,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),30000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,9,0,0.04,,,,,,,
2021,California,Calaveras,Surgical Site Infections (SSI),Gallbladder surgery,30000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,8,0,0.04,,,,,,,
2021,California,Calaveras,Surgical Site Infections (SSI),Gastric surgery,30000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,4,0,0.03,,,,,,,
2021,California,Calaveras,Surgical Site Infections (SSI),Hip prosthesis,30000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,5,0,0.06,,,,,,,
2021,California,Calaveras,Surgical Site Infections (SSI),Knee prosthesis,30000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,9,0,0.06,,,,,,,
2021,California,Calaveras,Surgical Site Infections (SSI),Open reduction of fracture,30000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,14,0,0.08,,,,,,,
2021,California,Calaveras,Surgical Site Infections (SSI),Rectal surgery,30000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,1,0,0.02,,,,,,,
2021,California,Calaveras,Surgical Site Infections (SSI),Small bowel surgery,30000120,Mark Twain Medical Center,Critical Access Hospital,Critical Access,3,0,0.05,,,,,,,
2021,California,El Dorado,Surgical Site Infections (SSI),All procedures,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",967,7,4.8,1.46,0.64,2.88,Same,No,,
2021,California,El Dorado,Surgical Site Infections (SSI),Appendix surgery,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",51,0,0.14,,,,,,,
2021,California,El Dorado,Surgical Site Infections (SSI),Cesarean section,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",101,0,0.15,,,,,,,
2021,California,El Dorado,Surgical Site Infections (SSI),Colon surgery,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",33,0,0.83,0,0,4.42,Same,Yes,2.66,¥ See Data Dictionary
2021,California,El Dorado,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",21,0,0.13,,,,,,3.91,
2021,California,El Dorado,Surgical Site Infections (SSI),Gallbladder surgery,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",83,0,0.31,0,0,11.94,Same,Yes,0,¥ See Data Dictionary
2021,California,El Dorado,Surgical Site Infections (SSI),Gastric surgery,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",26,0,0.25,0,0,15.06,Same,Yes,,¥ See Data Dictionary
2021,California,El Dorado,Surgical Site Infections (SSI),Hip prosthesis,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",164,5,0.9,5.57,1.81,13.01,Worse,No,4.3,¥ See Data Dictionary
2021,California,El Dorado,Surgical Site Infections (SSI),"Hysterectomy, abdominal",30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",4,0,0.02,,,,,,,
2021,California,El Dorado,Surgical Site Infections (SSI),"Hysterectomy, vaginal",30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",2,0,0.01,,,,,,,
2021,California,El Dorado,Surgical Site Infections (SSI),Kidney surgery,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",9,0,0.03,,,,,,,
2021,California,El Dorado,Surgical Site Infections (SSI),Knee prosthesis,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",179,0,0.6,0,0,6.17,Same,Yes,0,¥ See Data Dictionary
2021,California,El Dorado,Surgical Site Infections (SSI),Laminectomy,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",26,0,0.1,,,,,,,
2021,California,El Dorado,Surgical Site Infections (SSI),Open reduction of fracture,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",118,0,0.66,0,0,5.58,Same,Yes,1.41,¥ See Data Dictionary
2021,California,El Dorado,Surgical Site Infections (SSI),Ovarian surgery,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",1,0,0,,,,,,,
2021,California,El Dorado,Surgical Site Infections (SSI),Pacemaker surgery,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",105,0,0.17,,,,,,,
2021,California,El Dorado,Surgical Site Infections (SSI),Rectal surgery,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",2,0,0.04,,,,,,6.14,
2021,California,El Dorado,Surgical Site Infections (SSI),Small bowel surgery,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",22,1,0.39,2.59,0.07,14.43,Same,No,0,¥ See Data Dictionary
2021,California,El Dorado,Surgical Site Infections (SSI),Spinal fusion,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",18,1,0.07,,,,,,0,
2021,California,El Dorado,Surgical Site Infections (SSI),Spleen surgery,30000121,Marshall Medical Center,Acute Care Hospital,"Community, <125 Beds",2,0,0.03,,,,,,,
2021,California,Stanislaus,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,21,0,0.14,,,,,,,
2021,California,Stanislaus,Surgical Site Infections (SSI),All procedures,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,4534,19,33.65,0.57,0.35,0.87,Better,Yes,,
2021,California,Stanislaus,Surgical Site Infections (SSI),Appendix surgery,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,116,0,0.64,0,0,5.76,Same,Yes,0,¥ See Data Dictionary
2021,California,Stanislaus,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,19,0,0.28,0,0,12.99,Same,Yes,0,¥ See Data Dictionary
2021,California,Stanislaus,Surgical Site Infections (SSI),Cardiac surgery,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,88,0,0.52,0,0,7.15,Same,Yes,0,¥ See Data Dictionary
2021,California,Stanislaus,Surgical Site Infections (SSI),Cesarean section,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,1102,1,2.24,0.45,0.02,2.21,Same,Yes,0.72,
2021,California,Stanislaus,Surgical Site Infections (SSI),Colon surgery,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,187,4,6.01,0.67,0.21,1.61,Same,Yes,0.24,
2021,California,Stanislaus,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,247,0,1.99,0,0,1.5,Same,Yes,,
2021,California,Stanislaus,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,13,0,0.1,,,,,,,
2021,California,Stanislaus,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,335,0,2.04,0,0,1.47,Same,Yes,0,
2021,California,Stanislaus,Surgical Site Infections (SSI),Gallbladder surgery,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,214,3,0.83,3.64,0.75,10.63,Same,No,0,¥ See Data Dictionary
2021,California,Stanislaus,Surgical Site Infections (SSI),Gastric surgery,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,236,0,1.16,0,0,2.59,Same,Yes,0,
2021,California,Stanislaus,Surgical Site Infections (SSI),Hip prosthesis,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,203,1,2.25,0.44,0.02,2.19,Same,Yes,1.38,
2021,California,Stanislaus,Surgical Site Infections (SSI),"Hysterectomy, abdominal",30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,95,0,0.78,0,0,4.74,Same,Yes,1.35,¥ See Data Dictionary
2021,California,Stanislaus,Surgical Site Infections (SSI),"Hysterectomy, vaginal",30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,16,0,0.12,,,,,,0,
2021,California,Stanislaus,Surgical Site Infections (SSI),Kidney surgery,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,17,0,0.06,,,,,,,
2021,California,Stanislaus,Surgical Site Infections (SSI),Knee prosthesis,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,150,0,1.14,0,0,2.64,Same,Yes,0.67,
2021,California,Stanislaus,Surgical Site Infections (SSI),Laminectomy,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,337,1,1.58,0.63,0.03,3.12,Same,Yes,0,
2021,California,Stanislaus,Surgical Site Infections (SSI),Open reduction of fracture,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,379,3,2.99,1,0.26,2.73,Same,No,1.3,
2021,California,Stanislaus,Surgical Site Infections (SSI),Ovarian surgery,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,52,0,0.04,,,,,,,
2021,California,Stanislaus,Surgical Site Infections (SSI),Rectal surgery,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,28,0,0.62,0,0,5.96,Same,Yes,0,¥ See Data Dictionary
2021,California,Stanislaus,Surgical Site Infections (SSI),Small bowel surgery,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,256,2,5.17,0.39,0.07,1.28,Same,Yes,0.61,
2021,California,Stanislaus,Surgical Site Infections (SSI),Spinal fusion,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,242,3,2.27,1.32,0.34,3.6,Same,No,0.7,
2021,California,Stanislaus,Surgical Site Infections (SSI),Spleen surgery,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,11,0,0.07,,,,,,,
2021,California,Stanislaus,Surgical Site Infections (SSI),Thoracic surgery,30000122,Doctors Medical Center,Acute Care Hospital,Major Teaching,170,1,0.62,1.61,0.04,8.94,Same,No,0,¥ See Data Dictionary
2021,California,Stanislaus,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,30000123,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",2,0,0.01,,,,,,,
2021,California,Stanislaus,Surgical Site Infections (SSI),All procedures,30000123,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",4240,30,39.44,0.76,0.52,1.07,Same,No,,
2021,California,Stanislaus,Surgical Site Infections (SSI),Appendix surgery,30000123,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",174,1,1.19,0.84,0.04,4.13,Same,No,0,
2021,California,Stanislaus,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",30000123,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",42,0,1.2,0,0,2.5,Same,Yes,0,
2021,California,Stanislaus,Surgical Site Infections (SSI),Cardiac surgery,30000123,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",134,0,0.8,0,0,4.61,Same,Yes,0,¥ See Data Dictionary
2021,California,Stanislaus,Surgical Site Infections (SSI),Cesarean section,30000123,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",511,0,0.77,0,0,4.8,Same,Yes,3.75,¥ See Data Dictionary
2021,California,Stanislaus,Surgical Site Infections (SSI),Colon surgery,30000123,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",184,7,4.77,1.47,0.64,2.9,Same,No,1.26,
2021,California,Stanislaus,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",30000123,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",140,1,1.55,0.65,0.03,3.19,Same,Yes,,
2021,California,Stanislaus,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",30000123,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",2,0,0.01,,,,,,,
2021,California,Stanislaus,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),30000123,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",308,0,2.84,0,0,1.05,Same,Yes,0.37,
2021,California,Stanislaus,Surgical Site Infections (SSI),Gallbladder surgery,30000123,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",415,5,2.37,2.11,0.77,4.67,Same,No,1.27,
2021,California,Stanislaus,Surgical Site Infections (SSI),Gastric surgery,30000123,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",296,0,1.48,0,0,2.02,Same,Yes,1.67,
2021,California,Stanislaus,Surgical Site Infections (SSI),Hip prosthesis,30000123,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",229,1,2.3,0.44,0.02,2.15,Same,Yes,0.62,
2021,California,Stanislaus,Surgical Site Infections (SSI),"Hysterectomy, abdominal",30000123,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",25,1,0.25,4.03,0.1,22.47,Same,No,1.92,¥ See Data Dictionary
2021,California,Stanislaus,Surgical Site Infections (SSI),"Hysterectomy, vaginal",30000123,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",3,0,0.01,,,,,,,
2021,California,Stanislaus,Surgical Site Infections (SSI),Kidney surgery,30000123,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",29,0,0.1,,,,,,,
2021,California,Stanislaus,Surgical Site Infections (SSI),Knee prosthesis,30000123,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",236,0,1.15,0,0,2.6,Same,Yes,0,
2021,California,Stanislaus,Surgical Site Infections (SSI),Laminectomy,30000123,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",139,1,0.65,1.53,0.04,8.55,Same,No,0,¥ See Data Dictionary
2021,California,Stanislaus,Surgical Site Infections (SSI),Open reduction of fracture,30000123,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",294,4,2.95,1.36,0.43,3.27,Same,No,0.87,
2021,California,Stanislaus,Surgical Site Infections (SSI),Ovarian surgery,30000123,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",28,0,0.02,,,,,,,
2021,California,Stanislaus,Surgical Site Infections (SSI),Pacemaker surgery,30000123,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",165,0,0.28,0,0,13.04,Same,Yes,0,¥ See Data Dictionary
2021,California,Stanislaus,Surgical Site Infections (SSI),Rectal surgery,30000123,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",39,0,0.73,0,0,5.07,Same,Yes,3.8,¥ See Data Dictionary
2021,California,Stanislaus,Surgical Site Infections (SSI),Small bowel surgery,30000123,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",398,6,8.12,0.74,0.3,1.54,Same,No,1.41,
2021,California,Stanislaus,Surgical Site Infections (SSI),Spinal fusion,30000123,Memorial Medical Center,Acute Care Hospital,"Community, >250 Beds",249,3,5.33,0.56,0.14,1.53,Same,Yes,0.55,
